CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13832,2011-11-20 15:36:00,19,1,52.2,4,1,1,6,New or Recent Customers
13833,2011-07-03 13:27:00,159,1,383.85,2,1,2,5,At Risk
13835,2011-11-14 15:37:00,25,4,834.57,4,4,3,11,Loyal Customers
13837,2011-05-12 12:10:00,212,2,266.59,1,2,2,5,At Risk
13838,2011-12-04 11:00:00,6,4,674.82,5,4,3,12,Loyal Customers
13841,2011-04-01 12:10:00,253,1,85.0,1,1,1,3,At Risk
13842,2011-10-12 10:51:00,59,9,3385.62,3,5,5,13,Champions
13844,2011-11-28 13:21:00,11,1,361.62,5,1,2,8,New or Recent Customers
13845,2011-10-06 08:25:00,65,1,312.98,3,1,2,6,Potential Loyalists
13846,2011-11-15 12:07:00,25,3,865.06,4,3,3,10,Potential Loyalists
13848,2011-09-08 12:58:00,92,3,1255.0,2,3,4,9,High Value At Risk
13849,2011-10-19 10:59:00,52,2,1537.95,3,2,4,9,Potential Loyalists
13850,2011-08-02 14:04:00,129,1,1595.48,2,1,4,7,High Value At Risk
13851,2011-09-05 12:36:00,96,3,2651.46,2,3,5,10,High Value At Risk
13853,2011-10-13 14:18:00,57,1,1090.14,3,1,4,8,Potential Loyalists
13854,2011-12-01 09:06:00,9,25,8109.52,5,5,5,15,Champions
13856,2011-06-24 10:03:00,169,3,388.5,2,3,2,7,Potential Loyalists
13858,2011-10-13 16:17:00,57,1,216.17,3,1,1,5,Potential Loyalists
13859,2011-01-17 16:14:00,326,1,201.16,1,1,1,3,At Risk
13860,2011-12-08 12:57:00,1,5,1245.9,5,4,4,13,Champions
13862,2011-11-21 16:24:00,18,8,2209.36,4,5,5,14,Champions
13863,2011-04-06 10:20:00,248,1,305.78,1,1,2,4,At Risk
13865,2011-10-12 13:31:00,58,4,501.56,3,4,3,10,Potential Loyalists
13866,2011-09-26 14:54:00,74,1,145.67,2,1,1,4,At Risk
13867,2011-11-08 15:48:00,31,3,1005.09,4,3,4,11,Potential Loyalists
13868,2011-12-02 16:32:00,7,2,3192.54,5,2,5,12,New or Recent Customers
13869,2011-08-08 13:53:00,123,4,3083.65,2,4,5,11,High Value At Risk
13870,2011-12-07 13:23:00,2,8,2770.94,5,5,5,15,Champions
13871,2011-11-17 10:49:00,23,13,6403.25,4,5,5,14,Champions
13873,2011-08-12 10:08:00,120,3,389.6,2,3,2,7,Potential Loyalists
13874,2010-12-16 18:20:00,358,1,540.45,1,1,3,5,At Risk
13875,2011-10-17 09:36:00,54,5,1786.79,3,4,4,11,Potential Loyalists
13876,2011-10-07 10:22:00,64,1,122.7,3,1,1,5,Potential Loyalists
13877,2011-09-14 15:49:00,86,1,117.24,2,1,1,4,At Risk
13878,2011-10-16 12:19:00,55,1,1271.57,3,1,4,8,Potential Loyalists
13880,2011-11-18 13:44:00,21,13,3219.77,4,5,5,14,Champions
13881,2011-12-06 12:50:00,4,20,17159.52,5,5,5,15,Champions
13882,2011-12-07 11:16:00,3,5,1191.13,5,4,4,13,Champions
13883,2011-11-29 10:45:00,11,5,2674.48,5,4,5,14,Champions
13884,2011-12-02 16:30:00,7,5,787.6,5,4,3,12,Loyal Customers
13885,2011-06-03 15:07:00,189,2,506.8,1,2,3,6,At Risk
13886,2011-09-29 13:17:00,71,1,243.56,3,1,1,5,Potential Loyalists
13887,2011-05-19 17:22:00,204,1,349.55,1,1,2,4,At Risk
13888,2011-08-12 10:13:00,120,2,595.67,2,2,3,7,At Risk
13889,2011-09-08 09:13:00,93,1,416.9,2,1,2,5,At Risk
13890,2011-12-08 15:36:00,1,10,1883.81,5,5,4,14,Champions
13892,2011-11-13 11:50:00,27,4,632.97,4,4,3,11,Loyal Customers
13893,2011-02-15 11:30:00,298,1,821.1,1,1,3,5,At Risk
13894,2011-11-16 09:44:00,24,3,564.62,4,3,3,10,Potential Loyalists
13895,2011-11-11 16:57:00,28,4,2593.07,4,4,5,13,Champions
13897,2011-10-20 14:30:00,50,1,311.16,3,1,2,6,Potential Loyalists
13898,2011-01-18 10:28:00,326,1,155.93,1,1,1,3,At Risk
13899,2011-11-23 13:40:00,16,2,388.52,4,2,2,8,New or Recent Customers
13900,2011-06-09 19:26:00,183,3,740.95,1,3,3,7,Potential Loyalists
13901,2011-09-28 14:48:00,72,5,2867.2,2,4,5,11,High Value At Risk
13904,2011-11-02 13:41:00,37,2,332.64,3,2,2,7,Potential Loyalists
13908,2011-09-21 11:49:00,80,4,2369.55,2,4,5,11,High Value At Risk
13911,2011-10-13 15:43:00,57,9,2580.91,3,5,5,13,Champions
13914,2011-11-28 10:35:00,12,2,626.45,5,2,3,10,New or Recent Customers
13917,2011-10-21 09:56:00,50,2,272.04,3,2,2,7,Potential Loyalists
13918,2011-10-21 12:25:00,50,2,1212.84,3,2,4,9,Potential Loyalists
13919,2011-10-11 14:24:00,59,2,384.81,3,2,2,7,Potential Loyalists
13922,2010-12-23 10:38:00,352,1,172.25,1,1,1,3,At Risk
13923,2011-10-17 12:33:00,54,1,351.13,3,1,2,6,Potential Loyalists
13924,2011-12-08 09:39:00,2,6,1838.85,5,5,4,14,Champions
13925,2011-09-08 12:47:00,93,4,678.25,2,4,3,9,Potential Loyalists
13926,2011-11-16 13:16:00,23,1,223.85,4,1,1,6,New or Recent Customers
13927,2011-09-26 12:00:00,75,1,348.99,2,1,2,5,At Risk
13928,2011-11-29 10:33:00,11,4,464.57,5,4,2,11,Loyal Customers
13929,2011-06-23 15:26:00,169,2,842.65,2,2,3,7,At Risk
13930,2011-10-13 09:45:00,58,2,337.34,3,2,2,7,Potential Loyalists
13931,2011-09-05 10:12:00,96,2,1237.53,2,2,4,8,High Value At Risk
13932,2011-02-18 12:02:00,295,1,307.4,1,1,2,4,At Risk
13933,2011-08-22 14:03:00,109,2,608.79,2,2,3,7,At Risk
13934,2011-03-21 08:39:00,264,1,922.1,1,1,3,5,At Risk
13936,2011-06-13 08:47:00,180,1,376.58,1,1,2,4,At Risk
13937,2011-06-23 16:35:00,169,1,158.85,2,1,1,4,At Risk
13938,2011-11-04 14:37:00,35,1,71.66,3,1,1,5,Potential Loyalists
13939,2011-11-16 13:33:00,23,3,568.55,4,3,3,10,Potential Loyalists
13940,2011-11-22 15:15:00,17,4,839.14,4,4,3,11,Loyal Customers
13941,2011-11-18 09:43:00,22,5,5112.96,4,4,5,13,Champions
13946,2011-09-21 13:33:00,79,3,561.57,2,3,3,8,Potential Loyalists
13947,2011-10-05 14:42:00,65,1,90.6,3,1,1,5,Potential Loyalists
13948,2010-12-14 10:18:00,361,1,102.0,1,1,1,3,At Risk
13949,2011-12-07 09:35:00,3,6,2427.32,5,5,5,15,Champions
13950,2011-11-28 14:44:00,11,4,745.06,5,4,3,12,Loyal Customers
13951,2011-06-16 16:43:00,176,3,674.45,2,3,3,8,Potential Loyalists
13952,2011-05-06 09:00:00,218,2,3251.07,1,2,5,8,High Value At Risk
13953,2011-12-02 16:04:00,7,7,3515.68,5,5,5,15,Champions
13954,2011-12-08 12:50:00,2,2,439.92,5,3,2,10,Potential Loyalists
13955,2011-07-08 17:19:00,154,2,322.96,2,3,2,7,Potential Loyalists
13956,2011-12-04 13:20:00,5,5,1019.27,5,4,4,13,Champions
13959,2011-09-21 15:06:00,79,3,594.04,2,3,3,8,Potential Loyalists
13960,2011-11-18 15:27:00,21,2,230.22,4,3,1,8,Potential Loyalists
13962,2011-11-18 08:47:00,22,2,169.55,4,3,1,8,Potential Loyalists
13963,2011-02-04 14:43:00,308,4,664.54,1,4,3,8,Potential Loyalists
13967,2011-07-17 12:02:00,146,1,80.7,2,1,1,4,At Risk
13969,2011-12-02 15:11:00,7,18,9024.17,5,5,5,15,Champions
13971,2011-11-21 12:06:00,19,8,2758.26,4,5,5,14,Champions
13972,2011-09-30 11:54:00,71,2,190.25,3,3,1,7,Potential Loyalists
13973,2011-02-25 15:21:00,287,1,264.7,1,1,2,4,At Risk
13974,2011-10-21 14:41:00,49,1,413.59,3,1,2,6,Potential Loyalists
13975,2011-11-08 13:19:00,31,6,2461.24,4,5,5,14,Champions
13976,2011-05-17 09:13:00,207,1,357.98,1,1,2,4,At Risk
13978,2011-11-25 11:36:00,15,2,196.79,4,3,1,8,Potential Loyalists
13979,2011-09-27 13:32:00,73,1,869.87,2,1,3,6,At Risk
13980,2011-10-10 13:34:00,60,1,200.14,3,1,1,5,Potential Loyalists
13982,2011-10-31 16:24:00,39,4,1871.81,3,4,4,11,Potential Loyalists
13983,2011-11-10 11:06:00,30,12,2603.43,4,5,5,14,Champions
13984,2011-11-13 12:38:00,27,5,920.51,4,4,3,11,Loyal Customers
13985,2011-12-05 17:06:00,4,15,7060.13,5,5,5,15,Champions
13986,2011-11-22 15:00:00,17,1,320.46,4,1,2,7,New or Recent Customers
13988,2011-11-20 10:15:00,20,6,4147.96,4,5,5,14,Champions
13989,2011-10-05 09:47:00,66,2,1266.08,3,3,4,10,Potential Loyalists
13990,2011-05-10 15:19:00,213,1,311.3,1,1,2,4,At Risk
13991,2011-11-27 16:18:00,12,6,852.88,5,5,3,13,Champions
13992,2011-11-09 15:23:00,30,1,76.8,4,1,1,6,New or Recent Customers
13993,2011-10-28 09:06:00,43,9,3466.36,3,5,5,13,Champions
13994,2011-12-06 11:05:00,4,6,2274.14,5,5,5,15,Champions
13995,2011-11-24 14:22:00,15,5,1393.69,4,4,4,12,Loyal Customers
13999,2011-11-29 13:40:00,10,12,3901.81,5,5,5,15,Champions
14000,2011-05-12 16:50:00,211,1,635.66,1,1,3,5,At Risk
14001,2011-10-25 10:31:00,46,3,2043.08,3,3,4,10,Potential Loyalists
14002,2011-07-28 15:55:00,134,2,529.73,2,3,3,8,Potential Loyalists
14004,2011-10-27 14:40:00,43,7,4582.64,3,5,5,13,Champions
14005,2011-11-30 12:41:00,10,5,2874.72,5,4,5,14,Champions
14006,2011-08-16 09:39:00,116,3,962.19,2,3,4,9,High Value At Risk
14009,2011-05-25 15:47:00,198,2,695.61,1,3,3,7,Potential Loyalists
14012,2011-03-07 12:26:00,278,1,328.8,1,1,2,4,At Risk
14013,2011-08-21 15:01:00,110,3,473.02,2,3,2,7,Potential Loyalists
14014,2011-09-23 13:18:00,77,1,505.18,2,1,3,6,At Risk
14015,2011-10-18 10:02:00,53,1,917.34,3,1,3,7,Potential Loyalists
14016,2011-07-01 11:29:00,162,4,4341.21,2,4,5,11,High Value At Risk
14019,2011-10-24 10:13:00,47,3,1421.61,3,3,4,10,Potential Loyalists
14020,2011-11-23 09:22:00,17,2,642.8,4,3,3,10,Potential Loyalists
14021,2011-07-07 15:46:00,155,3,631.9,2,3,3,8,Potential Loyalists
14022,2011-04-28 14:39:00,225,1,440.0,1,1,2,4,At Risk
14023,2011-12-02 13:58:00,7,2,584.07,5,3,3,11,Potential Loyalists
14024,2011-08-10 11:30:00,122,2,327.7,2,3,2,7,Potential Loyalists
14027,2011-10-10 09:01:00,61,1,104.82,3,1,1,5,Potential Loyalists
14029,2011-10-07 14:46:00,63,2,467.66,3,3,2,8,Potential Loyalists
14030,2011-11-21 16:48:00,18,8,2358.84,4,5,5,14,Champions
14031,2011-12-02 17:13:00,7,19,17286.86,5,5,5,15,Champions
14032,2011-12-07 15:23:00,2,11,2975.59,5,5,5,15,Champions
14034,2011-11-17 14:02:00,22,3,648.89,4,3,3,10,Potential Loyalists
14035,2011-11-11 10:03:00,29,5,1428.02,4,4,4,12,Loyal Customers
14036,2011-02-28 09:26:00,285,1,626.65,1,1,3,5,At Risk
14037,2011-06-16 13:57:00,176,2,147.2,2,3,1,6,Potential Loyalists
14038,2011-09-22 13:37:00,78,3,1560.38,2,3,4,9,High Value At Risk
14039,2011-11-06 13:48:00,33,1,152.2,3,1,1,5,Potential Loyalists
14040,2011-10-30 12:42:00,41,12,3560.32,3,5,5,13,Champions
14041,2011-03-18 13:25:00,266,1,141.41,1,1,1,3,At Risk
14044,2011-11-13 12:05:00,27,4,646.42,4,4,3,11,Loyal Customers
14045,2011-08-22 15:27:00,109,4,1659.75,2,4,4,10,High Value At Risk
14046,2011-02-28 14:48:00,284,1,154.99,1,1,1,3,At Risk
14047,2011-12-01 11:43:00,9,5,1308.61,5,4,4,13,Champions
14048,2011-02-07 14:53:00,305,1,409.93,1,1,2,4,At Risk
14049,2011-11-23 12:20:00,17,4,5578.72,4,4,5,13,Champions
14050,2011-11-08 10:00:00,32,2,746.36,4,3,3,10,Potential Loyalists
14051,2011-12-09 10:20:00,1,23,15610.39,5,5,5,15,Champions
14052,2011-11-20 12:30:00,20,1,225.36,4,1,1,6,New or Recent Customers
14053,2011-08-07 14:27:00,124,2,260.25,2,3,2,7,Potential Loyalists
14054,2011-10-05 15:49:00,65,1,92.46,3,1,1,5,Potential Loyalists
14055,2011-08-25 15:04:00,106,1,725.64,2,1,3,6,At Risk
14056,2011-12-08 13:36:00,1,23,8152.71,5,5,5,15,Champions
14057,2011-11-16 10:32:00,24,17,6211.66,4,5,5,14,Champions
14059,2011-03-18 10:06:00,267,1,183.6,1,1,1,3,At Risk
14060,2011-12-05 12:29:00,5,19,6140.42,5,5,5,15,Champions
14062,2011-11-30 10:04:00,10,12,10464.85,5,5,5,15,Champions
14064,2011-11-10 13:14:00,29,5,1334.34,4,4,4,12,Loyal Customers
14066,2011-03-18 12:21:00,267,1,152.55,1,1,1,3,At Risk
14067,2011-10-07 10:21:00,64,2,374.7,3,3,2,8,Potential Loyalists
14068,2011-01-23 16:02:00,320,1,265.85,1,1,2,4,At Risk
14071,2011-12-06 12:27:00,4,8,1437.57,5,5,4,14,Champions
14073,2011-11-07 15:49:00,32,1,151.04,4,1,1,6,New or Recent Customers
14075,2011-12-05 08:38:00,5,3,942.26,5,3,4,12,Potential Loyalists
14076,2011-08-02 15:19:00,129,1,118.67,2,1,1,4,At Risk
14077,2011-10-30 12:35:00,41,5,499.42,3,4,3,10,Potential Loyalists
14078,2011-08-30 12:16:00,102,6,1049.37,2,5,4,11,High Value At Risk
14079,2011-08-07 12:10:00,125,1,375.1,2,1,2,5,At Risk
14080,2011-11-07 11:09:00,33,1,45.6,3,1,1,5,Potential Loyalists
14081,2011-02-10 16:17:00,302,2,921.62,1,3,3,7,Potential Loyalists
14082,2010-12-10 11:02:00,365,1,182.25,1,1,1,3,At Risk
14083,2011-12-05 13:14:00,4,9,1002.9,5,5,4,14,Champions
14085,2011-12-07 13:46:00,2,18,4421.29,5,5,5,15,Champions
14087,2011-12-07 12:41:00,3,1,191.47,5,1,1,7,New or Recent Customers
14088,2011-11-29 16:16:00,10,13,50491.81,5,5,5,15,Champions
14089,2011-10-14 10:38:00,57,1,158.75,3,1,1,5,Potential Loyalists
14090,2011-01-19 10:51:00,325,1,76.32,1,1,1,3,At Risk
14092,2011-12-02 12:13:00,8,14,4076.91,5,5,5,15,Champions
14093,2011-11-27 16:27:00,12,1,433.86,5,1,2,8,New or Recent Customers
14096,2011-12-05 17:17:00,4,17,65164.79,5,5,5,15,Champions
14098,2011-11-03 10:13:00,37,1,147.35,3,1,1,5,Potential Loyalists
14099,2011-11-23 13:53:00,16,11,3104.17,4,5,5,14,Champions
14100,2011-07-25 11:01:00,138,1,191.95,2,1,1,4,At Risk
14101,2011-09-27 12:28:00,74,6,5976.79,2,5,5,12,High Value At Risk
14102,2011-12-04 15:38:00,5,5,1105.88,5,4,4,13,Champions
14104,2011-07-08 12:50:00,155,2,216.21,2,3,1,6,Potential Loyalists
14105,2011-04-14 17:58:00,239,1,1266.23,1,1,4,6,High Value At Risk
14107,2011-10-19 12:12:00,52,7,2703.23,3,5,5,13,Champions
14108,2011-11-09 10:41:00,31,2,597.91,4,3,3,10,Potential Loyalists
14109,2011-09-28 10:18:00,73,1,144.2,2,1,1,4,At Risk
14110,2011-12-06 12:26:00,4,12,5683.15,5,5,5,15,Champions
14111,2011-11-25 13:44:00,14,4,692.85,4,4,3,11,Loyal Customers
14112,2011-11-17 12:30:00,23,7,2915.15,4,5,5,14,Champions
14113,2011-12-06 12:18:00,4,4,1840.42,5,4,4,13,Champions
14114,2011-03-11 09:42:00,274,2,386.53,1,3,2,6,Potential Loyalists
14116,2011-11-20 10:29:00,20,5,1382.74,4,4,4,12,Loyal Customers
14117,2011-07-19 09:49:00,144,1,90.0,2,1,1,4,At Risk
14121,2011-12-06 12:19:00,4,4,2780.15,5,4,5,14,Champions
14124,2011-09-16 13:32:00,84,1,419.58,2,1,2,5,At Risk
14125,2011-11-29 12:47:00,11,3,2720.63,5,3,5,13,Champions
14126,2011-12-02 11:45:00,8,3,706.13,5,3,3,11,Potential Loyalists
14127,2011-08-09 10:49:00,123,3,709.71,2,3,3,8,Potential Loyalists
14128,2011-10-10 12:00:00,61,2,637.5,3,3,3,9,Potential Loyalists
14129,2011-12-08 11:02:00,2,5,1123.86,5,4,4,13,Champions
14130,2011-01-24 16:05:00,319,1,480.91,1,1,2,4,At Risk
14132,2011-12-07 13:35:00,2,11,3586.03,5,5,5,15,Champions
14133,2011-08-02 11:34:00,130,3,605.64,2,3,3,8,Potential Loyalists
14135,2011-12-08 11:38:00,2,15,4690.31,5,5,5,15,Champions
14138,2011-12-08 12:44:00,2,2,965.88,5,3,4,12,Potential Loyalists
14139,2011-10-24 13:34:00,46,1,415.82,3,1,2,6,Potential Loyalists
14140,2011-12-06 09:05:00,4,2,935.05,5,3,4,12,Potential Loyalists
14141,2011-12-07 09:53:00,3,4,915.13,5,4,3,12,Loyal Customers
14142,2010-12-01 16:33:00,373,1,311.81,1,1,2,4,At Risk
14143,2011-07-29 09:48:00,134,1,115.8,2,1,1,4,At Risk
14145,2011-10-24 12:10:00,47,4,3742.2,3,4,5,12,Potential Loyalists
14146,2011-12-01 10:18:00,9,5,4191.0,5,4,5,14,Champions
14147,2011-09-22 18:10:00,78,2,483.4,2,3,2,7,Potential Loyalists
14148,2011-04-20 12:02:00,234,1,157.2,1,1,1,3,At Risk
14149,2011-05-03 09:44:00,221,1,446.62,1,1,2,4,At Risk
14150,2011-11-04 10:05:00,36,2,658.64,3,3,3,9,Potential Loyalists
14152,2011-09-25 12:54:00,75,2,621.29,2,3,3,8,Potential Loyalists
14154,2011-04-14 16:26:00,239,2,1345.62,1,3,4,8,High Value At Risk
14155,2011-03-18 14:13:00,266,1,118.75,1,1,1,3,At Risk
14156,2011-11-30 10:54:00,10,55,117210.08,5,5,5,15,Champions
14157,2011-11-20 11:32:00,20,2,424.89,4,3,2,9,Potential Loyalists
14158,2011-10-30 15:08:00,40,1,507.66,3,1,3,7,Potential Loyalists
14159,2011-11-20 12:36:00,20,11,4630.35,4,5,5,14,Champions
14161,2011-05-08 11:41:00,216,3,1097.62,1,3,4,8,High Value At Risk
14162,2011-06-19 11:36:00,174,2,289.36,2,3,2,7,Potential Loyalists
14163,2011-09-13 15:18:00,87,4,2445.91,2,4,5,11,High Value At Risk
14164,2011-09-30 12:24:00,71,2,1631.77,3,3,4,10,Potential Loyalists
14165,2011-03-09 12:39:00,276,1,120.44,1,1,1,3,At Risk
14167,2011-10-31 14:29:00,39,4,562.59,3,4,3,10,Potential Loyalists
14171,2011-09-02 16:43:00,98,1,363.79,2,1,2,5,At Risk
14173,2011-11-29 11:54:00,11,4,450.84,5,4,2,11,Loyal Customers
14174,2011-11-06 13:17:00,33,1,134.46,3,1,1,5,Potential Loyalists
14175,2011-10-11 11:55:00,60,3,3222.3,3,3,5,11,Potential Loyalists
14176,2011-02-15 13:12:00,297,4,576.9,1,4,3,8,Potential Loyalists
14177,2011-09-14 15:11:00,86,4,549.46,2,4,3,9,Potential Loyalists
14178,2011-12-01 12:01:00,9,7,1600.26,5,5,4,14,Champions
14179,2011-10-30 12:07:00,41,2,701.57,3,3,3,9,Potential Loyalists
14180,2011-11-29 10:56:00,11,25,4748.52,5,5,5,15,Champions
14184,2011-10-04 12:43:00,67,1,452.89,3,1,2,6,Potential Loyalists
14185,2011-01-12 13:52:00,331,1,197.65,1,1,1,3,At Risk
14188,2011-11-09 12:45:00,31,6,2054.36,4,5,4,13,Champions
14189,2011-12-07 15:55:00,2,15,4654.08,5,5,5,15,Champions
14191,2011-12-08 09:23:00,2,13,4684.76,5,5,5,15,Champions
14193,2011-10-03 09:34:00,68,2,853.39,3,3,3,9,Potential Loyalists
14194,2011-12-05 10:38:00,5,21,11349.52,5,5,5,15,Champions
14195,2011-05-22 10:29:00,202,2,1012.0,1,3,4,8,High Value At Risk
14196,2011-08-25 10:25:00,107,1,335.52,2,1,2,5,At Risk
14198,2011-11-21 16:35:00,18,4,701.4,4,4,3,11,Loyal Customers
14199,2011-05-05 13:44:00,218,1,185.4,1,1,1,3,At Risk
14201,2011-10-10 13:27:00,60,7,747.44,3,5,3,11,Potential Loyalists
14204,2011-12-07 13:38:00,2,1,150.61,5,1,1,7,New or Recent Customers
14205,2011-11-23 10:55:00,17,2,466.7,4,3,2,9,Potential Loyalists
14206,2011-04-14 16:38:00,239,1,328.16,1,1,2,4,At Risk
14208,2011-09-06 12:48:00,95,1,151.74,2,1,1,4,At Risk
14209,2011-11-29 10:18:00,11,6,2073.43,5,5,5,15,Champions
14210,2011-08-26 12:36:00,106,6,1905.84,2,5,4,11,High Value At Risk
14211,2011-10-17 13:23:00,53,9,2241.1,3,5,5,13,Champions
14212,2011-09-11 12:45:00,90,1,1070.48,2,1,4,7,High Value At Risk
14214,2011-11-09 10:31:00,31,5,1004.38,4,4,4,12,Loyal Customers
14215,2011-11-28 12:19:00,12,6,1789.72,5,5,4,14,Champions
14216,2011-12-06 14:56:00,3,4,1839.3,5,4,4,13,Champions
14217,2011-12-08 11:53:00,2,17,2004.98,5,5,4,14,Champions
14218,2011-10-28 10:00:00,43,1,169.48,3,1,1,5,Potential Loyalists
14219,2011-12-05 16:23:00,4,1,89.94,5,1,1,7,New or Recent Customers
14220,2011-04-06 13:23:00,247,2,632.4,1,3,3,7,Potential Loyalists
14221,2011-10-28 13:42:00,42,9,3432.8,3,5,5,13,Champions
14222,2011-06-15 16:42:00,177,1,683.17,2,1,3,6,At Risk
14223,2011-09-08 13:38:00,92,3,991.13,2,3,4,9,High Value At Risk
14224,2011-08-21 13:24:00,110,4,1009.73,2,4,4,10,High Value At Risk
14226,2011-11-11 11:34:00,29,5,2214.79,4,4,5,13,Champions
14227,2011-11-13 15:48:00,26,10,3350.96,4,5,5,14,Champions
14229,2011-10-19 10:04:00,52,3,1547.2,3,3,4,10,Potential Loyalists
14231,2011-06-09 11:05:00,184,3,925.71,1,3,3,7,Potential Loyalists
14232,2011-10-28 11:09:00,43,5,2048.07,3,4,4,11,Potential Loyalists
14233,2011-10-21 15:54:00,49,4,1462.72,3,4,4,11,Potential Loyalists
14234,2011-11-17 17:53:00,22,4,754.12,4,4,3,11,Loyal Customers
14235,2011-09-25 14:37:00,75,5,3144.86,2,4,5,11,High Value At Risk
14236,2011-09-20 09:13:00,81,2,490.86,2,3,3,8,Potential Loyalists
14237,2010-12-01 13:20:00,373,1,161.0,1,1,1,3,At Risk
14238,2011-01-17 14:40:00,326,1,146.85,1,1,1,3,At Risk
14239,2011-10-27 14:40:00,43,11,2380.85,3,5,5,13,Champions
14240,2011-11-09 13:45:00,30,2,890.34,4,3,3,10,Potential Loyalists
14241,2011-06-09 11:46:00,184,1,213.7,1,1,1,3,At Risk
14242,2011-04-19 11:46:00,235,2,280.55,1,3,2,6,Potential Loyalists
14243,2011-12-01 11:12:00,9,10,2588.77,5,5,5,15,Champions
14245,2011-05-04 08:40:00,220,2,1693.45,1,3,4,8,High Value At Risk
14246,2011-08-21 11:50:00,111,3,1474.06,2,3,4,9,High Value At Risk
14247,2011-03-06 15:21:00,278,1,136.77,1,1,1,3,At Risk
14248,2011-01-25 14:45:00,318,1,302.58,1,1,2,4,At Risk
14250,2011-12-02 14:30:00,7,3,1904.05,5,3,4,12,Potential Loyalists
14251,2011-12-08 08:32:00,2,5,2879.7,5,4,5,14,Champions
14256,2011-03-24 13:17:00,260,2,969.06,1,3,4,8,High Value At Risk
14257,2011-10-06 16:54:00,64,5,3099.72,3,4,5,12,Potential Loyalists
14258,2011-11-30 15:27:00,9,9,12669.98,5,5,5,15,Champions
14259,2011-07-21 10:44:00,142,1,120.0,2,1,1,4,At Risk
14261,2011-10-20 10:04:00,51,2,1163.45,3,3,4,10,Potential Loyalists
14262,2011-12-01 14:17:00,8,8,2618.23,5,5,5,15,Champions
14264,2011-07-08 10:20:00,155,2,333.97,2,3,2,7,Potential Loyalists
14265,2011-08-22 13:32:00,109,2,530.18,2,3,3,8,Potential Loyalists
14267,2011-06-30 10:09:00,163,3,1516.24,2,3,4,9,High Value At Risk
14270,2011-01-12 09:33:00,332,1,492.65,1,1,3,5,At Risk
14271,2011-04-28 12:47:00,226,1,112.32,1,1,1,3,At Risk
14272,2011-09-27 10:08:00,74,2,437.96,2,3,2,7,Potential Loyalists
14273,2011-10-19 13:20:00,51,4,559.97,3,4,3,10,Potential Loyalists
14276,2011-09-02 09:45:00,99,3,1119.74,2,3,4,9,High Value At Risk
14277,2011-11-24 15:01:00,15,3,4188.0,4,3,5,12,Potential Loyalists
14280,2011-05-27 10:37:00,197,1,134.04,1,1,1,3,At Risk
14282,2011-12-06 17:04:00,3,15,3701.44,5,5,5,15,Champions
14284,2011-11-09 08:11:00,31,2,595.25,4,3,3,10,Potential Loyalists
14285,2011-11-18 14:50:00,21,4,1910.01,4,4,4,12,Loyal Customers
14286,2011-11-16 10:34:00,24,3,4628.75,4,3,5,12,Potential Loyalists
14287,2011-12-01 13:25:00,8,3,176.63,5,3,1,9,Potential Loyalists
14288,2011-05-10 13:22:00,213,1,426.6,1,1,2,4,At Risk
14289,2011-12-01 11:44:00,9,6,911.26,5,5,3,13,Champions
14290,2011-11-28 14:02:00,11,5,2314.65,5,4,5,14,Champions
14291,2011-12-08 10:26:00,2,11,3883.25,5,5,5,15,Champions
14292,2011-12-02 11:50:00,8,9,4871.93,5,5,5,15,Champions
14293,2011-12-06 15:17:00,3,4,1046.56,5,4,4,13,Champions
14295,2011-10-30 15:50:00,40,1,166.2,3,1,1,5,Potential Loyalists
14297,2011-11-22 09:06:00,18,4,1305.33,4,4,4,12,Loyal Customers
14298,2011-12-01 13:12:00,8,44,51527.3,5,5,5,15,Champions
14299,2011-12-01 16:05:00,8,9,3965.62,5,5,5,15,Champions
14300,2011-11-21 08:57:00,19,1,43.2,4,1,1,6,New or Recent Customers
14301,2011-08-14 15:33:00,117,1,640.14,2,1,3,6,At Risk
14304,2011-05-01 11:50:00,223,1,383.45,1,1,2,4,At Risk
14305,2011-09-29 15:29:00,71,3,1858.96,3,3,4,10,Potential Loyalists
14306,2011-10-19 13:23:00,51,2,2093.32,3,3,5,11,Potential Loyalists
14307,2011-09-12 09:38:00,89,6,2995.72,2,5,5,12,High Value At Risk
14309,2011-12-01 13:33:00,8,9,2352.53,5,5,5,15,Champions
14311,2011-04-11 10:14:00,243,1,310.26,1,1,2,4,At Risk
14312,2011-10-24 09:46:00,47,6,1611.59,3,5,4,12,Potential Loyalists
14314,2011-08-25 10:39:00,107,1,120.0,2,1,1,4,At Risk
14315,2011-10-26 12:06:00,45,6,2481.13,3,5,5,13,Champions
14317,2011-10-06 10:44:00,65,1,508.58,3,1,3,7,Potential Loyalists
14320,2011-05-17 09:24:00,207,2,477.79,1,3,2,6,Potential Loyalists
14321,2011-11-29 09:47:00,11,5,1530.75,5,4,4,13,Champions
14323,2011-08-17 11:37:00,115,2,605.06,2,3,3,8,Potential Loyalists
14326,2011-04-11 15:04:00,242,1,183.85,1,1,1,3,At Risk
14327,2011-06-29 13:58:00,163,1,311.65,2,1,2,5,At Risk
14329,2011-11-22 15:50:00,17,7,4975.24,4,5,5,14,Champions
